t,x,y
102.0,9.52775957551686,10.6793578327675
102.1,8.771356876559096,10.334871598570327
102.19999999999999,8.145183410317921,10.049695276966988
102.29999999999998,8.182516036890224,10.32141901956239
102.39999999999998,7.975612923790581,10.399349036887433
102.49999999999997,7.768709810690938,10.477279054212476
102.59999999999997,7.020574218122134,9.599425646248484
102.69999999999996,6.5936757566865705,9.226636392931677
102.79999999999995,6.549382495800274,9.089043780311982
102.89999999999995,6.363431912237259,8.721366847639747
102.99999999999994,6.177481328674244,8.353689914967513
103.09999999999994,6.283141405185558,9.147693599194138
103.19999999999993,6.303956939185448,9.24741863185071
103.29999999999993,7.157247984955022,9.165300316270997
103.39999999999992,7.745302762958489,9.304066043755585
103.49999999999991,8.333357540961956,9.44283177124017
103.59999999999991,7.971683481327324,9.371074174931875
103.6999999999999,8.474409465617974,9.519733494068815
103.7999999999999,7.668497696388313,9.533794387727337
103.89999999999989,7.8218206465912425,9.705269333696926
103.99999999999989,7.975143596794172,9.876744279666513
104.09999999999988,7.787070498650883,10.292850923610567
104.19999999999987,7.83736145382316,10.601737812681503
104.29999999999987,8.271367208344047,9.953353287187813
104.39999999999986,8.453678378002603,9.96511195888396
104.49999999999986,8.635989547661158,9.976870630580105
104.59999999999985,7.647610791605747,10.802014839150994
104.69999999999985,7.45362101751459,11.059678341747876
104.79999999999984,7.647416151427975,10.756788156523394
104.89999999999984,7.496115324930912,10.845269637495214
104.99999999999983,7.344814498433848,10.933751118467033
105.09999999999982,7.62557272404248,10.107552597328404
105.19999999999982,7.565108131089738,9.868695620173842
105.29999999999981,7.0162313601013855,10.530297232704987
105.3999999999998,6.73893876767438,10.528755457391028
105.4999999999998,6.461646175247375,10.527213682077072
105.5999999999998,6.337585869313316,10.415633194478415
105.69999999999979,6.036873828146623,10.369699505019575
105.79999999999978,6.593090958165927,10.105414204574501
105.89999999999978,6.570830848610825,9.9473213738386
105.99999999999977,6.548570739055724,9.789228543102697
106.09999999999977,6.89686321747457,9.777796890679696
106.19999999999976,7.042172505178038,9.622140710625732
106.29999999999976,6.390845386799525,9.65940799065691
106.39999999999975,6.305732390275449,9.542831621166016
106.49999999999974,6.220619393751372,9.426255251675123
106.59999999999974,6.8822603155068265,9.91340375470854
106.69999999999973,7.03946685600906,9.990846968363977
106.79999999999973,6.670687213361758,10.078200295908927
106.89999999999972,6.690050191235019,10.22094341128408
106.99999999999972,6.70941316910828,10.363686526659237
107.09999999999971,5.953696001547593,10.108279776914154
107.1999999999997,5.713122028493742,10.171584424045419
107.2999999999997,6.208608922056163,9.97232372242555
107.3999999999997,6.178921272518678,9.947104305989402
107.49999999999969,6.1492336229811935,9.921884889553253
107.59999999999968,6.778961488207924,10.275213726926992
107.69999999999968,6.984127973125657,10.363702164923046
107.79999999999967,6.562603036281052,10.633472173255665
107.89999999999966,6.605084788520132,10.825142078221972
107.99999999999966,6.647566540759211,11.01681198318828
108.09999999999965,7.024524656937732,10.420788798989705
108.19999999999965,7.188018395760502,10.392243398598213
108.29999999999964,7.00588066203129,10.007858095863103
108.39999999999964,7.077764524210611,9.793645837154896
108.49999999999963,7.1496483863899325,9.57943357844669
108.59999999999962,6.187181681395675,10.019583041481713
108.69999999999962,5.908137836644446,9.94847894354734
108.79999999999961,5.877913847234175,9.876476140219992
108.89999999999961,5.573485255681989,9.788413661469127
108.9999999999996,5.269056664129803,9.700351182718261
109.0999999999996,5.713645206662817,10.07352779540174
109.19999999999959,5.581001655716123,10.127810846342342
109.29999999999959,6.137009306732653,10.133884408767516
109.39999999999958,6.27861126617985,10.207846348592511
109.49999999999957,6.420213225627047,10.281808288417507
109.59999999999957,6.309541031816437,9.99212428306295
109.69999999999956,6.44358776989067,9.97153162680404
109.79999999999956,5.703297127990534,9.525787982680251
109.89999999999955,5.542739183341582,9.320907778554941
109.99999999999955,5.382181238692629,9.116027574429632
110.09999999999954,6.151314121047077,9.25296245195065
110.19999999999953,6.256640154066594,9.10274631327816
110.29999999999953,6.052076251111886,9.825903926677105
110.39999999999952,6.083561948684726,10.001615026922343
110.49999999999952,6.115047646257566,10.177326127167579
110.59999999999951,6.224104555567486,9.707242985630428
110.6999999999995,6.291410803110445,9.742436070074694
110.7999999999995,5.813457156831674,9.768109529479934
110.8999999999995,5.677701191647976,9.816641184920337
110.99999999999949,5.541945226464278,9.86517284036074
111.09999999999948,5.203875984810379,10.130541085414995
111.19999999999948,4.949578856451634,10.2674341389661
111.29999999999947,4.947118580750592,9.833937833333232
111.39999999999947,4.709844290451593,9.781165749944202
111.49999999999946,4.4725700001525945,9.72839366655517
111.59999999999945,5.369158838657025,9.222847055791075
111.69999999999945,5.47250704022898,8.984289729555838
111.79999999999944,4.683705713615414,9.487035629249432
111.89999999999944,4.50558344883758,9.457873727989977
111.99999999999943,4.3274611840597474,9.42871182673052
112.09999999999943,4.809508452690093,9.320202453757064
112.19999999999942,4.821491491751211,9.271136201914814
112.29999999999941,4.7394119017498815,8.931026559226883
112.39999999999941,4.75241456318388,8.761055163651134
112.4999999999994,4.765417224617879,8.591083768075384
112.5999999999994,4.738787303743802,8.993516649256785
112.69999999999939,4.762227447373598,8.981195776691653
112.79999999999939,4.667758872458557,9.519810483936197
112.89999999999938,4.667274009791075,9.759781782075859
112.99999999999937,4.666789147123594,9.99975308021552
113.09999999999937,4.704656264752917,9.701467516450144
113.19999999999936,4.724576404736771,9.850227639248796
113.29999999999936,4.862886128815631,9.844162069164195
113.39999999999935,4.945391173529273,9.975583293461735
113.49999999999935,5.0278962182429145,10.107004517759274
113.59999999999934,4.649503927391384,9.940465440749463
113.69999999999933,4.60213212158882,9.99249496033298
113.79999999999933,4.409054559037912,10.38827267722852
113.89999999999932,4.277501416916063,10.57174202435713
113.99999999999932,4.145948274794213,10.75521137148574
114.09999999999931,3.895674945565561,10.449310545388764
114.1999999999993,3.6834042400053133,10.500053572347595
114.2999999999993,3.804065073440957,10.42064458011715
114.3999999999993,3.664199101081854,10.398499040102925
114.49999999999929,3.524333128722751,10.376353500088701
114.59999999999928,4.556275124457484,9.866006419892575
114.69999999999928,4.800045644636287,9.64341515499897
114.79999999999927,4.409793858440502,9.7638581721161
114.89999999999927,4.5202193486284035,9.579134172367352
114.99999999999926,4.630644838816305,9.394410172618603
115.09999999999926,3.9165030072313605,9.889262740930164
115.19999999999925,3.780621822177654,9.886569934855093
115.29999999999924,3.813475213608566,9.73873734762334
115.39999999999924,3.6864685008363374,9.700343008673999
115.49999999999923,3.559461788064109,9.661948669724657
115.59999999999923,4.0760877136239975,9.630783371883172
115.69999999999922,4.135407140479203,9.598226014748283
115.79999999999922,4.110944298622411,9.639978034503965
115.89999999999921,4.175732283430372,9.643071512574505
115.9999999999992,4.240520268238331,9.646164990645044
116.0999999999992,4.2288138525267795,9.424778703913889
116.19999999999919,4.2929513777790795,9.365197392434983
116.29999999999919,4.101837438936681,9.191958534612569
116.39999999999918,4.082730032584753,9.074527033209025
116.49999999999918,4.063622626232824,8.95709553180548
116.59999999999917,4.594348630408432,9.494355745188056
116.69999999999916,4.750373697547126,9.576049934647163
116.79999999999916,4.183690628144581,9.604413191867687
116.89999999999915,4.096147639893903,9.716644737009881
116.99999999999915,4.008604651643226,9.828876282152073
117.09999999999914,3.7293414717569364,9.141728165323714
117.19999999999914,3.5338261411516187,9.021739546884033
117.29999999999913,3.1853476887216288,9.354983696023943
117.39999999999912,2.8501979953087155,9.37089612564619
117.49999999999912,2.5150483018958023,9.38680855526844
117.59999999999911,3.169896805875236,9.561843135658755
117.69999999999911,3.084202823438401,9.643550609443992
117.7999999999991,3.236054888036723,9.172646591137894
117.8999999999991,3.263694716346991,9.061188748968314
117.99999999999909,3.2913345446572593,8.949730906798735
118.09999999999908,3.652174320836719,9.63378565962196
118.19999999999908,3.837514228093432,9.755055086464445
118.29999999999907,3.478524164028824,9.786893408975725
118.39999999999907,3.536167428347372,9.923737386827467
118.49999999999906,3.59381069266592,10.060581364679209
118.59999999999906,3.1288676603140737,9.803186262689756
118.69999999999905,3.0263851740611614,9.841433065418965
118.79999999999905,2.64723566660592,9.922770248264658
118.89999999999904,2.387552185303973,9.973459730770209
118.99999999999903,2.1278687040020263,10.02414921327576
119.09999999999903,3.9100482810260404,9.217481947499252
119.19999999999902,4.273276144238922,8.97622853941017
119.29999999999902,3.864165539955027,9.007167873712454
119.39999999999901,4.075571636481824,8.770697855295733
119.499999999999,4.286977733008619,8.53422783687901
119.599999999999,4.5682318749690065,8.78831470694909
119.699999999999,4.855810844835836,8.656893620576925
119.79999999999899,4.286241230848343,9.368445671504523
119.89999999999898,4.294521149032921,9.568718317687859
119.99999999999898,4.302801067217499,9.768990963871195
120.09999999999897,3.284805212232418,8.966876495594903
120.19999999999897,2.9010122384154733,8.91757754476414
120.29999999999896,3.5304115148056594,9.422534436241518
120.39999999999895,3.3825881135437075,9.589250645284565
120.49999999999895,3.2347647122817555,9.755966854327612
120.59999999999894,3.059371855198413,9.387275934991331
120.69999999999894,2.866664238820414,9.430233485280166
120.79999999999893,3.383047567281156,9.791934869480098
120.89999999999893,3.4348579059590625,9.971400105810115
120.99999999999892,3.4866682446369692,10.150865342140133
121.09999999999891,3.6038816982371693,9.833920674632383
121.19999999999891,3.724746530763397,9.88895189159176
121.2999999999989,3.553056679514185,9.642173766035464
121.3999999999989,3.6194804637101403,9.56599682641906
121.49999999999889,3.6859042479060955,9.489819886802655
121.59999999999889,3.4165000241760253,9.709105798638788
121.69999999999888,3.390899844954286,9.689411548452098
121.79999999999887,3.1190208391848167,9.164771362154015
121.89999999999887,2.9776478208247052,8.919753308748021
121.99999999999886,2.8362748024645934,8.674735255342028
122.09999999999886,3.5403887891311734,9.405817680338563
122.19999999999885,3.643526123634366,9.414488133891892
122.29999999999885,3.175049516713676,9.31924477593908
122.39999999999884,3.095126835946239,9.310067651591567
122.49999999999883,3.0152041551788016,9.300890527244052
122.59999999999883,2.399178532757942,9.578771714309742
122.69999999999882,2.1112867989576256,9.676930408421574
122.79999999999882,2.0099638895013934,9.535974918982356
122.89999999999881,1.7004129239029455,9.58347675125736
